"","ensembl_gene_id","external_gene_name","Gene_name_canonical","graph_localization_annotation","num_human","num"
"387","ENSMUSG00000008690","Ncaph2","NCAPH2","nucleus",1,1
"388","ENSMUSG00000008855","Hdac5","HDAC5","cytosol",1,1
"389","ENSMUSG00000008859","Rala","RALA","plasma_membrane",1,1
"390","ENSMUSG00000008892","Vdac3","VDAC3","mitochondrion",1,2
"391","ENSMUSG00000008958","Vps72","VPS72","nucleus",1,1
"392","ENSMUSG00000008976","Gabpa","GABPA","unclassified",1,1
"393","ENSMUSG00000009013","Dynll1","DYNLL1","unclassified",1,1
"394","ENSMUSG00000009030","Pdcl","PDCL","cytosol",1,1
"395","ENSMUSG00000009079","Ewsr1","EWSR1","nucleus",1,4
"396","ENSMUSG00000009090","Ap1b1","AP1B1","early_endosome",1,1
"397","ENSMUSG00000009112","Bcl2l13","BCL2L13","mitochondrion",1,1
"398","ENSMUSG00000009207","Lnpk","LNPK","ER",1,1
"399","ENSMUSG00000009293","Ube2g2","UBE2G2","ER",1,1
"400","ENSMUSG00000009418","Nav1","NAV1","14-3-3_scaffold",1,1
"401","ENSMUSG00000009470","Tnpo1","TNPO1","cytosol",1,1
"402","ENSMUSG00000009535","Rnmt","RNMT","cytosol",1,1
"403","ENSMUSG00000009549","Srp14","SRP14","unclassified",1,1
"404","ENSMUSG00000009555","Cdk9","CDK9","nucleus",1,1
"405","ENSMUSG00000009563","Tor2a","TOR2A","ER",1,1
"406","ENSMUSG00000009569","Mrtfb","MRTFB","actin_cytoskeleton",1,1
"407","ENSMUSG00000009575","Cbx5","CBX5","nucleus",1,1
"408","ENSMUSG00000009647","Mcu","MCU","mitochondrion",1,1
"409","ENSMUSG00000009741","Ubp1","UBP1","ER",1,1
"410","ENSMUSG00000009863","Sdhb","SDHB","mitochondrion",1,1
"411","ENSMUSG00000009894","Snap47","SNAP47","trans-Golgi",1,1
"412","ENSMUSG00000009905","Kdsr","KDSR","ER",1,1
"413","ENSMUSG00000009907","Vps4b","VPS4B","cytosol",1,1
"414","ENSMUSG00000010025","Aldh3a2","ALDH3A2","ER",1,1
"415","ENSMUSG00000010045","Tmem115","TMEM115","Golgi",1,1
"416","ENSMUSG00000010048","Ifrd2","IFRD2","cytosol",1,1
"417","ENSMUSG00000010095","Slc3a2","SLC3A2","plasma_membrane",1,2
"418","ENSMUSG00000010097","Nxf1","NXF1","nucleus",1,1
"419","ENSMUSG00000010110","Stx5a","STX5","Golgi",1,1
"420","ENSMUSG00000010205","Raver1","RAVER1","nucleus",1,1
"421","ENSMUSG00000010358","Ifi35","IFI35","cytosol",1,1
"422","ENSMUSG00000010376","Nedd8","NEDD8","cytosol",1,1
"423","ENSMUSG00000010392","Gosr1","GOSR1","Golgi",1,2
"424","ENSMUSG00000010461","Eya4","EYA4","unclassified",1,1
"425","ENSMUSG00000010517","Faf1","FAF1","nucleus",1,1
"426","ENSMUSG00000010554","Mettl16","METTL16","translation",1,2
"427","ENSMUSG00000010608","Rbm25","RBM25","nucleolus",1,1
"428","ENSMUSG00000010663","Fads1","FADS1","ER",1,2
"429","ENSMUSG00000010914","Pdhx","PDHX","mitochondrion",1,1
"430","ENSMUSG00000010936","Vac14","VAC14","early_endosome",1,1
"431","ENSMUSG00000011096","Akt1s1","AKT1S1","lysosome",1,2
"432","ENSMUSG00000011114","Tbrg1","TBRG1","nucleus",1,1
"433","ENSMUSG00000011158","Brf1","BRF1","cytosol",1,1
"434","ENSMUSG00000011257","Pabpc4","PABPC4","stress_granule",1,1
"435","ENSMUSG00000011306","Sugp1","SUGP1","nucleus",1,1
"436","ENSMUSG00000011752","Pgam1","PGAM1","cytosol",1,1
"437","ENSMUSG00000011831","Evi5","EVI5","cytosol",1,1
"438","ENSMUSG00000011877","Git1","GIT1","plasma_membrane",1,1
"439","ENSMUSG00000011884","Gltp","GLTP","cytosol",1,1
"440","ENSMUSG00000011958","Bnip2","BNIP2","cytosol",1,1
"441","ENSMUSG00000011960","Ccnt1","CCNT1","nucleus",1,1
"442","ENSMUSG00000012296","Tjap1","TJAP1","actin_cytoskeleton",1,2
"443","ENSMUSG00000012443","Kif11","KIF11","cytosol",1,1
"444","ENSMUSG00000012535","Tnpo3","TNPO3","cytosol",1,1
"445","ENSMUSG00000012848","Rps5","RPS5","translation",1,2
"446","ENSMUSG00000013076","Amotl1","AMOTL1","actin_cytoskeleton",1,1
"447","ENSMUSG00000013160","Atp6v0d1","ATP6V0D1","recycling_endosome",1,1
"448","ENSMUSG00000013465","Nelfb","NELFB","stress_granule",1,1
"449","ENSMUSG00000013593","Ndufs2","NDUFS2","mitochondrion",1,1
"450","ENSMUSG00000013629","Cad","CAD","cytosol",1,1
"451","ENSMUSG00000013662","Atad1","ATAD1","mitochondrion",1,1
"452","ENSMUSG00000013701","Timm23","TIMM23","mitochondrion",1,1
"453","ENSMUSG00000013736","Trnt1","TRNT1","mitochondrion",1,1
"454","ENSMUSG00000013787","Ehmt2","EHMT2","nucleus",1,1
"455","ENSMUSG00000013833","Med16","MED16","unclassified",1,1
"456","ENSMUSG00000013878","Rnf170","RNF170","ER",1,1
"457","ENSMUSG00000014177","Tvp23b","TVP23C","trans-Golgi",1,1
"458","ENSMUSG00000014195","Dnajc7","DNAJC7","cytosol",1,1
"459","ENSMUSG00000014226","Cacybp","CACYBP","cytosol",1,1
"460","ENSMUSG00000014294","Ndufa2","NDUFA2","mitochondrion",1,1
"461","ENSMUSG00000014313","Cox6c","COX6C","mitochondrion",1,1
"462","ENSMUSG00000014349","Ube2z","UBE2Z","unclassified",1,1
"463","ENSMUSG00000014353","Tmem87b","TMEM87B","Golgi",1,1
"464","ENSMUSG00000014355","Anapc1","ANAPC1","unclassified",1,1
"465","ENSMUSG00000014402","Tsg101","TSG101","cytosol",1,1
"466","ENSMUSG00000014426","Map3k4","MAP3K4","14-3-3_scaffold",1,1
"467","ENSMUSG00000014444","Piezo1","PIEZO1","plasma_membrane",1,1
"468","ENSMUSG00000014496","Ankrd28","ANKRD28","cytosol",1,2
"469","ENSMUSG00000014498","Ankrd52","ANKRD52","cytosol",1,1
"470","ENSMUSG00000014550","Rbsn","RBSN","early_endosome",1,1
"471","ENSMUSG00000014551","Mrps25","MRPS25","mitochondrion",1,1
"472","ENSMUSG00000014601","Strip1","STRIP1","ER",1,1
"473","ENSMUSG00000014606","Slc25a11","SLC25A11","mitochondrion",1,1
"474","ENSMUSG00000014769","Psmb1","PSMB1","proteasome",1,1
"475","ENSMUSG00000014771","Pdcd2","PDCD2","stress_granule",1,2
"476","ENSMUSG00000014778","Fhod1","FHOD1","cytosol",1,1
"477","ENSMUSG00000014867","Surf4","SURF4","ER",1,1
"478","ENSMUSG00000014907","Naf1","NAF1","unclassified",1,2
"479","ENSMUSG00000014956","Ppp1cb","PPP1CB","actin_cytoskeleton",1,1
"480","ENSMUSG00000014959","Gorasp2","GORASP2","Golgi",1,1
"481","ENSMUSG00000015002","Efr3a","EFR3A","plasma_membrane",1,1
"482","ENSMUSG00000015013","Trappc2l","TRAPPC2L","trans-Golgi",1,1
"483","ENSMUSG00000015023","Ddx19a","DDX19A","unclassified",1,2
"484","ENSMUSG00000015027","Galns","GALNS","lysosome",1,1
"485","ENSMUSG00000015087","Rabl6","RABL6","unclassified",1,1
"486","ENSMUSG00000015092","Edf1","EDF1","stress_granule",1,1
"487","ENSMUSG00000015112","Slc25a13","SLC25A13","mitochondrion",1,1
"488","ENSMUSG00000015120","Ube2i","UBE2I","ER",1,1
"489","ENSMUSG00000015143","Actn1","ACTN1","plasma_membrane",1,1
"490","ENSMUSG00000015149","Sirt2","SIRT2","cytosol",1,1
"491","ENSMUSG00000015165","Hnrnpl","HNRNPL","nucleus",1,4
"492","ENSMUSG00000015176","Nolc1","NOLC1","nucleolus",1,2
"493","ENSMUSG00000015214","Mtmr1","MTMR1","cytosol",1,1
"494","ENSMUSG00000015217","Hmgb3","HMGB3","nucleus",1,1
"495","ENSMUSG00000015290","Ubl4a","UBL4A","early_endosome",1,1
"496","ENSMUSG00000015291","Gdi1","GDI1","early_endosome",1,1
"497","ENSMUSG00000015305","Sash1","SASH1","14-3-3_scaffold",1,1
"498","ENSMUSG00000015357","Clpx","CLPX","mitochondrion",1,1
"499","ENSMUSG00000015461","Atf6b","ATF6B","ER",1,2
"500","ENSMUSG00000015474","Ppt2","PPT2","lysosome",1,1
"501","ENSMUSG00000015522","Arnt","ARNT","cytosol",1,1
"502","ENSMUSG00000015542","Nat9","NAT9","cytosol",1,1
"503","ENSMUSG00000015697","Setdb1","SETDB1","cytosol",1,1
"504","ENSMUSG00000015711","Prune1","PRUNE1","cytosol",1,1
"505","ENSMUSG00000015714","Cers2","CERS2","ER",1,1
"506","ENSMUSG00000015733","Capza2","CAPZA2","actin_cytoskeleton",1,1
"507","ENSMUSG00000015745","Plekho1","PLEKHO1","plasma_membrane",1,1
"508","ENSMUSG00000015747","Vps45","VPS45","early_endosome",1,1
"509","ENSMUSG00000015748","Prpf3","PRPF3","nucleolus",1,1
"510","ENSMUSG00000015749","Anp32e","ANP32E","cytosol",1,1
"511","ENSMUSG00000015750","Aph1a","APH1A","ER",1,1
"512","ENSMUSG00000015755","Tab2","TAB2","unclassified",1,1
"513","ENSMUSG00000015757","Ppil4","PPIL4","unclassified",1,1
"514","ENSMUSG00000015766","Eps8","EPS8","plasma_membrane",1,1
"515","ENSMUSG00000015804","Med28","MED28","nucleus",1,1
"516","ENSMUSG00000015806","Qdpr","QDPR","mitochondrion",1,1
"517","ENSMUSG00000015837","Sqstm1","SQSTM1","early_endosome",1,1
"518","ENSMUSG00000015869","Prpsap1","PRPSAP1","cytosol",1,2
"519","ENSMUSG00000015880","Ncapg","NCAPG","cytosol",1,1
"520","ENSMUSG00000015889","Lta4h","LTA4H","cytosol",1,1
"521","ENSMUSG00000015932","Dstn","DSTN","actin_cytoskeleton",1,1
"522","ENSMUSG00000015937","Macroh2a1","MACROH2A1","nucleus",1,1
"523","ENSMUSG00000015943","Bola1","BOLA1","cytosol",1,1
"524","ENSMUSG00000015971","Actr8","ACTR8","unclassified",1,1
"525","ENSMUSG00000015994","Fnta","FNTA","cytosol",1,1
"526","ENSMUSG00000016018","Mtrex","MTREX","nucleus",1,1
"527","ENSMUSG00000016252","Atp5f1e","ATP5F1E","mitochondrion",1,1
"528","ENSMUSG00000016253","Nelfcd","NELFCD","nucleus",1,1
"529","ENSMUSG00000016256","Ctsz","CTSZ","lysosome",1,1
"530","ENSMUSG00000016319","Slc25a5","SLC25A5","mitochondrion",1,1
"531","ENSMUSG00000016349","Eef1a2","EEF1A2","unclassified",1,1
"532","ENSMUSG00000016382","Pls3","PLS3","cytosol",1,2
"533","ENSMUSG00000016409","Nkap","NKAP","nucleus",1,1
"534","ENSMUSG00000016487","Ppfibp1","PPFIBP1","plasma_membrane",1,1
"535","ENSMUSG00000016520","Lnx2","LNX2","cytosol",1,1
"536","ENSMUSG00000016528","Mapkapk2","MAPKAPK2","cytosol",1,1
"537","ENSMUSG00000016534","Lamp2","LAMP2","lysosome",1,2
"538","ENSMUSG00000016541","Atxn10","ATXN10","cytosol",1,1
"539","ENSMUSG00000016552","Foxred2","FOXRED2","ER",1,1
"540","ENSMUSG00000016554","Eif3d","EIF3D","stress_granule",1,1
"541","ENSMUSG00000016619","Nup50","NUP50","nucleus",1,1
"542","ENSMUSG00000016664","Pacsin2","PACSIN2","plasma_membrane",1,1
"543","ENSMUSG00000016757","Ttll12","TTLL12","cytosol",1,1
"544","ENSMUSG00000016831","Tox4","TOX4","nucleus",1,1
"545","ENSMUSG00000016921","Srsf6","SRSF6","nucleus",1,1
"546","ENSMUSG00000016933","Plcg1","PLCG1","cytosol",1,2
"547","ENSMUSG00000016946","Kctd5","KCTD5","ER",1,2
"548","ENSMUSG00000017119","Nbr1","NBR1","lysosome",1,1
"549","ENSMUSG00000017132","Cyth1","CYTH1","plasma_membrane",1,1
"550","ENSMUSG00000017167","Cntnap1","CNTNAP1","unclassified",1,1
"551","ENSMUSG00000017176","Nt5c3b","NT5C3B","cytosol",1,1
"552","ENSMUSG00000017221","Psmd3","PSMD3","proteasome",1,1
"553","ENSMUSG00000017264","Exosc10","EXOSC10","nucleolus",1,1
"554","ENSMUSG00000017286","Glod4","GLOD4","mitochondrion",1,1
"555","ENSMUSG00000017288","Vps53","VPS53","unclassified",1,1
"556","ENSMUSG00000017291","Taok1","TAOK1","plasma_membrane",1,1
"557","ENSMUSG00000017307","Acot8","ACOT8","peroxisome",1,1
"558","ENSMUSG00000017390","Aldoc","ALDOC","cytosol",1,1
"559","ENSMUSG00000017404","Rpl19","RPL19","translation",1,1
"560","ENSMUSG00000017428","Psmd11","PSMD11","proteasome",1,1
"561","ENSMUSG00000017466","Timp2","TIMP2","unclassified",1,1
"562","ENSMUSG00000017478","Zc3h18","ZC3H18","nucleus",1,1
"563","ENSMUSG00000017485","Top2b","TOP2B","nucleus",1,2
"564","ENSMUSG00000017548","Suz12","SUZ12","nucleus",1,1
"565","ENSMUSG00000017561","Crlf3","CRLF3","14-3-3_scaffold",1,1
"566","ENSMUSG00000017631","Abr","ABR","cytosol",1,2
"567","ENSMUSG00000017652","Cd40","CD40","plasma_membrane",1,1
"568","ENSMUSG00000017679","Ttpal","TTPAL","cytosol",1,1
"569","ENSMUSG00000017686","Rhot1","RHOT1","mitochondrion",1,1
"570","ENSMUSG00000017721","Pigt","PIGT","ER",1,1
"571","ENSMUSG00000017747","Ghdc","GHDC","ER",1,1
"572","ENSMUSG00000017756","Slc12a7","SLC12A7","trans-Golgi",1,1
"573","ENSMUSG00000017760","Ctsa","CTSA","lysosome",1,2
"574","ENSMUSG00000017765","Slc12a4","SLC12A4","trans-Golgi",1,2
"575","ENSMUSG00000017774","Myo1c","MYO1C","plasma_membrane",1,2
"576","ENSMUSG00000017776","Crk","CRK","cytosol",1,1
"577","ENSMUSG00000017781","Pitpna","PITPNA","cytosol",1,2
"578","ENSMUSG00000017801","Mlx","MLX","mitochondrion",1,1
"579","ENSMUSG00000017802","Retreg3","RETREG3","ER",1,1
"580","ENSMUSG00000017831","Rab5a","RAB5A","early_endosome",1,1
"581","ENSMUSG00000017843","Ppp2r5c","PPP2R5C","cytosol",1,2
"582","ENSMUSG00000017929","B4galt5","B4GALT5","Golgi",1,1
"583","ENSMUSG00000017999","Ddx27","DDX27","nucleolus",1,1
"584","ENSMUSG00000018040","Rrp7a","RRP7A","nucleolus",1,1
"585","ENSMUSG00000018042","Cyb5r3","CYB5R3","ER",1,2
"586","ENSMUSG00000018068","Ints2","INTS2","nucleus",1,1
"587","ENSMUSG00000018160","Med1","MED1","translation",1,1
"588","ENSMUSG00000018167","Stard3","STARD3","lysosome",1,2
"589","ENSMUSG00000018171","Vmp1","VMP1","ER",1,1
"590","ENSMUSG00000018189","Uchl5","UCHL5","proteasome",1,4
"591","ENSMUSG00000018209","Stk4","STK4","ER",1,1
"592","ENSMUSG00000018286","Psmb6","PSMB6","proteasome",1,1
"593","ENSMUSG00000018287","Spag7","SPAG7","cytosol",1,1
"594","ENSMUSG00000018293","Pfn1","PFN1","actin_cytoskeleton",1,1
"595","ENSMUSG00000018322","Tomm34","TOMM34","cytosol",1,1
"596","ENSMUSG00000018326","Ywhab","YWHAB","14-3-3_scaffold",1,1
"597","ENSMUSG00000018340","Anxa6","ANXA6","cytosol",1,2
"598","ENSMUSG00000018362","Kpna2","KPNA2","unclassified",1,1
"599","ENSMUSG00000018379","Srsf1","SRSF1","nucleus",1,2
"600","ENSMUSG00000018395","Kif3a","KIF3A","cytosol",1,1
"601","ENSMUSG00000018398","Septin8","SEPTIN8","actin_cytoskeleton",1,1
"602","ENSMUSG00000018415","Gid4","GID4","cytosol",1,1
"603","ENSMUSG00000018417","Myo1b","MYO1B","plasma_membrane",1,1
"604","ENSMUSG00000018428","Akap1","AKAP1","mitochondrion",1,1
"605","ENSMUSG00000018433","Nol11","NOL11","nucleus",1,1
"606","ENSMUSG00000018442","Derl2","DERL2","ER",1,1
"607","ENSMUSG00000018446","C1qbp","C1QBP","mitochondrion",1,2
"608","ENSMUSG00000018474","Chd3","CHD3","nucleus",1,2
"609","ENSMUSG00000018501","Ncor1","NCOR1","unclassified",1,1
"610","ENSMUSG00000018509","Cenpv","CENPV","nucleus",1,2
"611","ENSMUSG00000018541","Cwc25","CWC25","nucleus",1,1
"612","ENSMUSG00000018547","Pip4k2b","PIP4K2B","actin_cytoskeleton",1,1
"613","ENSMUSG00000018567","Gabarap","GABARAP","lysosome",1,1
"614","ENSMUSG00000018574","Acadvl","ACADVL","mitochondrion",1,1
"615","ENSMUSG00000018583","G3bp1","G3BP1","stress_granule",1,1
"616","ENSMUSG00000018585","Atox1","ATOX1","cytosol",1,1
"617","ENSMUSG00000018661","Cog1","COG1","Golgi",1,1
"618","ENSMUSG00000018669","Cdk5rap3","CDK5RAP3","ER",1,1
"619","ENSMUSG00000018707","Dync1h1","DYNC1H1","unclassified",1,1
"620","ENSMUSG00000018765","Fxr2","FXR2","stress_granule",1,2
"621","ENSMUSG00000018796","Acsl1","ACSL1","ER",1,2
"622","ENSMUSG00000018882","Mrpl45","MRPL45","mitochondrion",1,1
"623","ENSMUSG00000018906","P4ha2","P4HA2","ER",1,2
"624","ENSMUSG00000018909","Arrb1","ARRB1","cytosol",1,1
"625","ENSMUSG00000018921","Pelp1","PELP1","nucleus",1,1
"626","ENSMUSG00000018932","Map2k3","MAP2K3","unclassified",1,1
"627","ENSMUSG00000018965","Ywhah","YWHAH","unclassified",1,1
"628","ENSMUSG00000018974","Sart3","SART3","unclassified",1,1
"629","ENSMUSG00000019054","Fis1","FIS1","ER",1,1
"630","ENSMUSG00000019055","Plod1","PLOD1","ER",1,1
"631","ENSMUSG00000019066","Rab3d","RAB3D","ER",1,1
"632","ENSMUSG00000019087","Atp6ap1","ATP6AP1","ER",1,1
"633","ENSMUSG00000019139","Isyna1","ISYNA1","cytosol",1,1
"634","ENSMUSG00000019143","Hars2","HARS2","mitochondrion",1,1
"635","ENSMUSG00000019173","Rab5c","RAB5C","early_endosome",1,1
"636","ENSMUSG00000019179","Mdh2","MDH2","mitochondrion",1,1
"637","ENSMUSG00000019210","Atp6v1e1","ATP6V1E1","early_endosome",1,1
"638","ENSMUSG00000019214","Chtf18","CHTF18","plasma_membrane",1,1
"639","ENSMUSG00000019254","Ppp1r12c","PPP1R12C","plasma_membrane",1,1
"640","ENSMUSG00000019261","Map1s","MAP1S","nucleus",1,1
"641","ENSMUSG00000019297","Nop9","NOP9","nucleolus",1,1
"642","ENSMUSG00000019302","Atp6v0a1","ATP6V0A1","recycling_endosome",1,1
"643","ENSMUSG00000019370","Calm3","CALM3","unclassified",1,1
"644","ENSMUSG00000019373","Cops3","COPS3","cytosol",1,1
"645","ENSMUSG00000019432","Ddx39b","DDX39B","nucleus",1,1
"646","ENSMUSG00000019433","Gipc1","GIPC1","cytosol",1,1
"647","ENSMUSG00000019461","Plscr3","PLSCR3","unclassified",1,1
"648","ENSMUSG00000019470","Xab2","XAB2","nucleus",1,1
"649","ENSMUSG00000019471","Cdc37","CDC37","cytosol",1,1
"650","ENSMUSG00000019478","Rab4a","RAB4A","early_endosome",1,1
"651","ENSMUSG00000019487","Trip10","TRIP10","plasma_membrane",1,2
"652","ENSMUSG00000019494","Cops6","COPS6","cytosol",1,1
"653","ENSMUSG00000019528","Gyg","GYG1","cytosol",1,2
"654","ENSMUSG00000019579","Mydgf","MYDGF","ER",1,1
"655","ENSMUSG00000019659","Ccdc12","CCDC12","nucleus",1,1
"656","ENSMUSG00000019699","Akt3","AKT3","cytosol",1,1
"657","ENSMUSG00000019715","Gle1","GLE1","ER",1,1
"658","ENSMUSG00000019726","Lyst","LYST","unclassified",1,1
"659","ENSMUSG00000019731","Slc35e1","SLC35E1","Golgi",1,1
"660","ENSMUSG00000019738","Polr2i","POLR2I","nucleus",1,1
"661","ENSMUSG00000019777","Hdac2","HDAC2","nucleus",1,2
"662","ENSMUSG00000019782","Rwdd1","RWDD1","cytosol",1,1
"663","ENSMUSG00000019790","Stxbp5","STXBP5","early_endosome",1,1
"664","ENSMUSG00000019794","Katna1","KATNA1","unclassified",1,1
"665","ENSMUSG00000019795","Pcmt1","PCMT1","unclassified",1,2
"666","ENSMUSG00000019802","Sec63","SEC63","ER",1,1
"667","ENSMUSG00000019804","Snx3","SNX3","early_endosome",1,1
"668","ENSMUSG00000019808","Adat2","ADAT2","cytosol",1,1
"669","ENSMUSG00000019809","Pex3","PEX3","peroxisome",1,1
"670","ENSMUSG00000019810","Fuca2","FUCA2","lysosome",1,1
"671","ENSMUSG00000019814","Ltv1","LTV1","unclassified",1,1
"672","ENSMUSG00000019820","Utrn","UTRN","plasma_membrane",1,1
"673","ENSMUSG00000019823","Mical1","MICAL1","cytosol",1,1
"674","ENSMUSG00000019838","Slc16a10","SLC16A10","plasma_membrane",1,1
"675","ENSMUSG00000019843","Fyn","FYN","plasma_membrane",1,2
"676","ENSMUSG00000019849","Prep","PREP","cytosol",1,1
"677","ENSMUSG00000019854","Reps1","REPS1","actin_cytoskeleton",1,1
"678","ENSMUSG00000019857","Asf1a","ASF1A","unclassified",1,1
"679","ENSMUSG00000019861","Gopc","GOPC","cytosol",1,1
"680","ENSMUSG00000019868","Vta1","VTA1","cytosol",1,1
"681","ENSMUSG00000019873","Reep3","REEP3","ER",1,1
"682","ENSMUSG00000019907","Ppp1r12a","PPP1R12A","plasma_membrane",1,1
"683","ENSMUSG00000019916","P4ha1","P4HA1","ER",1,2
"684","ENSMUSG00000019923","Zwint","ZWINT","cytosol",1,1
"685","ENSMUSG00000019942","Cdk1","CDK1","unclassified",1,1
"686","ENSMUSG00000019943","Atp2b1","ATP2B1","plasma_membrane",1,1
"687","ENSMUSG00000019961","Tmpo","TMPO","ER",1,6
"688","ENSMUSG00000019969","Psen1","PSEN1","early_endosome",1,1
"689","ENSMUSG00000019975","Ikbip","IKBIP","ER",1,1
"690","ENSMUSG00000019977","Hbs1l","HBS1L","cytosol",1,2
"691","ENSMUSG00000019977","Hbs1l","HBS1L","unclassified",1,2
"692","ENSMUSG00000019978","Epb41l2","EPB41L2","actin_cytoskeleton",1,2
"693","ENSMUSG00000019979","Apaf1","APAF1","cytosol",1,1
"694","ENSMUSG00000019984","Med23","MED23","nucleus",1,1
"695","ENSMUSG00000019988","Nedd1","NEDD1","unclassified",1,1
"696","ENSMUSG00000019998","Stx7","STX7","recycling_endosome",1,2
"697","ENSMUSG00000020003","Pex7","PEX7","cytosol",1,1
"698","ENSMUSG00000020015","Cdk17","CDK17","unclassified",1,1
"699","ENSMUSG00000020018","Snrpf","SNRPF","nucleus",1,1
"700","ENSMUSG00000020034","Tcp11l2","TCP11L2","proteasome",1,1
"701","ENSMUSG00000020048","Hsp90b1","HSP90B1","ER",1,1
"702","ENSMUSG00000020064","Herc4","HERC4","cytosol",1,1
"703","ENSMUSG00000020069","Hnrnph3","HNRNPH3","nucleus",1,1
"704","ENSMUSG00000020070","Rufy2","RUFY2","early_endosome",1,1
"705","ENSMUSG00000020074","Ccar1","CCAR1","nucleus",1,1
"706","ENSMUSG00000020075","Ddx21","DDX21","nucleolus",1,1
"707","ENSMUSG00000020076","Ddx50","DDX50","nucleolus",1,1
"708","ENSMUSG00000020078","Vps26a","VPS26A","early_endosome",1,1
"709","ENSMUSG00000020079","Supv3l1","SUPV3L1","mitochondrion",1,1
"710","ENSMUSG00000020088","Sar1a","SAR1A","ERGIC",1,2
"711","ENSMUSG00000020089","Ppa1","PPA1","cytosol",1,1
"712","ENSMUSG00000020092","Pald1","PALD1","cytosol",1,1
"713","ENSMUSG00000020097","Sgpl1","SGPL1","ER",1,1
"714","ENSMUSG00000020109","Dnajb12","DNAJB12","ER",1,2
"715","ENSMUSG00000020111","Micu1","MICU1","mitochondrion",1,1
"716","ENSMUSG00000020114","Cand1","CAND1","cytosol",1,1
"717","ENSMUSG00000020115","Tbk1","TBK1","unclassified",1,1
"718","ENSMUSG00000020116","Pno1","PNO1","nucleolus",1,1
"719","ENSMUSG00000020124","Usp15","USP15","proteasome",1,1
"720","ENSMUSG00000020130","Tbc1d15","TBC1D15","cytosol",1,2
"721","ENSMUSG00000020132","Rab21","RAB21","early_endosome",1,1
"722","ENSMUSG00000020150","Gamt","GAMT","cytosol",1,1
"723","ENSMUSG00000020152","Actr2","ACTR2","actin_cytoskeleton",1,1
"724","ENSMUSG00000020153","Ndufs7","NDUFS7","mitochondrion",1,1
"725","ENSMUSG00000020166","Cnot2","CNOT2","stress_granule",1,1
"726","ENSMUSG00000020170","Frs2","FRS2","plasma_membrane",1,1
"727","ENSMUSG00000020180","Snrpd3","SNRPD3","nucleus",1,1
"728","ENSMUSG00000020189","Osbpl8","OSBPL8","ER",1,2
"729","ENSMUSG00000020196","Cabin1","CABIN1","nucleus",1,1
"730","ENSMUSG00000020198","Ap3d1","AP3D1","early_endosome",1,2
"731","ENSMUSG00000020211","Sf3a2","SF3A2","nucleus",1,2
"732","ENSMUSG00000020219","Timm13","TIMM13","mitochondrion",1,1
"733","ENSMUSG00000020220","Vps13d","VPS13D","Golgi",1,1
"734","ENSMUSG00000020224","Llph","LLPH","nucleolus",1,1
"735","ENSMUSG00000020228","Helb","HELB","cytosol",1,1
"736","ENSMUSG00000020231","Dip2a","DIP2A","cytosol",1,1
"737","ENSMUSG00000020238","Ncln","NCLN","ER",1,1
"738","ENSMUSG00000020241","Col6a2","COL6A2","ER",1,1
"739","ENSMUSG00000020248","Nfyb","NFYB","nucleus",1,1
"740","ENSMUSG00000020250","Txnrd1","TXNRD1","cytosol",1,1
"741","ENSMUSG00000020256","Aldh1l2","ALDH1L2","mitochondrion",1,1
"742","ENSMUSG00000020257","Wdr82","WDR82","nucleus",1,1
"743","ENSMUSG00000020260","Pofut2","POFUT2","ER",1,1
"744","ENSMUSG00000020263","Appl2","APPL2","cytosol",1,1
"745","ENSMUSG00000020265","Sumo3","SUMO3","cytosol",1,2
"746","ENSMUSG00000020267","Hint1","HINT1","cytosol",1,1
"747","ENSMUSG00000020271","Fbxw11","FBXW11","unclassified",1,1
"748","ENSMUSG00000020272","Stk10","STK10","plasma_membrane",1,1
"749","ENSMUSG00000020273","Papolg","PAPOLG","nucleus",1,1
"750","ENSMUSG00000020275","Rel","REL","unclassified",1,2
"751","ENSMUSG00000020277","Pfkl","PFKL","cytosol",1,1
"752","ENSMUSG00000020280","Pus10","PUS10","cytosol",1,1
"753","ENSMUSG00000020290","Xpo1","XPO1","cytosol",1,1
"754","ENSMUSG00000020300","Cpeb4","CPEB4","stress_granule",1,1
"755","ENSMUSG00000020307","Cdc34","CDC34","cytosol",1,1
"756","ENSMUSG00000020311","Erlec1","ERLEC1","ER",1,1
"757","ENSMUSG00000020315","Sptbn1","SPTBN1","actin_cytoskeleton",1,1
